Age,Income,EmploymentYears,HomeOwnership,CreditScore,DebtToIncomeRatio,PaymentHistory,LoanAmount,LoanPurpose,Default
44,39600.0,0.3,MORTGAGE,737,0.271,1,3700.0,DEBT_CONSOLIDATION,0
24,29000.0,0.7,OWN,713,0.421,0,5300.0,PERSONAL,0
23,73900.0,0.5,MORTGAGE,652,0.486,2,11900.0,VENTURE,0
32,28100.0,1.9,OWN,654,0.181,4,3600.0,EDUCATION,0
35,49500.0,6.5,MORTGAGE,704,0.184,0,18600.0,PERSONAL,0
49,133300.0,10.5,MORTGAGE,711,0.394,1,27200.0,DEBT_CONSOLIDATION,0
73,64700.0,22.0,MORTGAGE,688,0.251,1,17300.0,EDUCATION,0
28,61400.0,0.4,OWN,700,0.352,0,18700.0,VENTURE,1
37,124100.0,4.1,MORTGAGE,654,0.647,2,27500.0,HOME_IMPROVEMENT,0
41,91400.0,5.8,RENT,637,0.344,2,30600.0,PERSONAL,1
32,65000.0,2.1,OWN,482,0.097,2,25600.0,EDUCATION,1
65,42000.0,2.1,OWN,632,0.429,3,7200.0,DEBT_CONSOLIDATION,0
24,48500.0,1.0,MORTGAGE,602,0.242,1,12800.0,DEBT_CONSOLIDATION,1
38,47300.0,4.3,MORTGAGE,667,0.19,0,6700.0,EDUCATION,0
59,40100.0,5.1,OWN,605,0.191,0,2000.0,DEBT_CONSOLIDATION,0
43,54500.0,13.4,OWN,670,0.443,2,1600.0,DEBT_CONSOLIDATION,1
61,58400.0,4.7,OWN,510,0.466,2,6200.0,DEBT_CONSOLIDATION,1
73,26300.0,3.8,MORTGAGE,582,0.439,3,2500.0,HOME_IMPROVEMENT,0
31,110900.0,4.0,OWN,602,0.172,1,32300.0,DEBT_CONSOLIDATION,0
74,60200.0,5.7,RENT,576,0.421,2,11700.0,EDUCATION,0
54,43000.0,24.2,MORTGAGE,850,0.448,0,9700.0,MEDICAL,0
75,54800.0,24.2,MORTGAGE,497,0.384,4,2700.0,EDUCATION,1
38,78100.0,2.8,MORTGAGE,714,0.353,1,1600.0,MEDICAL,0
35,23500.0,3.3,MORTGAGE,739,0.556,2,4700.0,HOME_IMPROVEMENT,1
22,46500.0,1.0,OTHER,624,0.366,0,5500.0,MEDICAL,0
20,27100.0,0.2,RENT,686,0.502,1,7100.0,VENTURE,0
40,185100.0,7.3,MORTGAGE,708,0.196,0,26100.0,EDUCATION,0
43,52500.0,0.6,RENT,670,0.34,1,17600.0,PERSONAL,0
54,27200.0,2.5,MORTGAGE,518,0.186,1,9300.0,EDUCATION,0
41,250000.0,2.8,MORTGAGE,692,0.194,2,27300.0,HOME_IMPROVEMENT,0
66,37500.0,6.3,MORTGAGE,737,0.261,0,13700.0,HOME_IMPROVEMENT,1
36,44200.0,2.7,MORTGAGE,825,0.408,1,16600.0,DEBT_CONSOLIDATION,0
68,45800.0,5.6,OWN,549,0.22,3,5200.0,DEBT_CONSOLIDATION,1
42,32100.0,1.7,OWN,646,0.494,3,12600.0,HOME_IMPROVEMENT,0
38,55500.0,6.3,OWN,657,0.279,2,21900.0,VENTURE,0
29,16200.0,1.4,OTHER,652,0.261,2,1400.0,VENTURE,1
74,84400.0,14.9,OWN,526,0.203,2,1100.0,DEBT_CONSOLIDATION,0
58,27900.0,1.5,MORTGAGE,748,0.319,1,1600.0,MEDICAL,0
50,39800.0,7.3,RENT,739,0.366,0,6200.0,PERSONAL,0
67,71400.0,0.6,MORTGAGE,690,0.105,1,23300.0,VENTURE,0
70,44300.0,8.7,MORTGAGE,625,0.62,3,9400.0,HOME_IMPROVEMENT,1
21,45200.0,0.4,RENT,642,0.165,0,6100.0,VENTURE,1
59,29600.0,7.2,MORTGAGE,637,0.349,2,1600.0,DEBT_CONSOLIDATION,0
74,139800.0,9.3,OWN,548,0.238,2,20400.0,VENTURE,1
24,63900.0,0.3,RENT,716,0.251,0,1900.0,PERSONAL,0
39,28500.0,6.5,OWN,661,0.15,3,2800.0,HOME_IMPROVEMENT,0
72,53600.0,4.0,RENT,714,0.219,0,19000.0,VENTURE,0
50,27500.0,4.8,OWN,680,0.724,0,8600.0,DEBT_CONSOLIDATION,1
34,116000.0,0.9,MORTGAGE,579,0.461,2,46200.0,DEBT_CONSOLIDATION,1
41,54200.0,7.3,MORTGAGE,585,0.191,3,19500.0,VENTURE,0
51,30100.0,4.9,OTHER,765,0.119,0,10400.0,EDUCATION,0
45,69500.0,2.8,MORTGAGE,704,0.207,1,5700.0,DEBT_CONSOLIDATION,0
75,42700.0,7.4,OTHER,629,0.442,1,11400.0,DEBT_CONSOLIDATION,1
60,25700.0,18.1,MORTGAGE,704,0.142,3,6600.0,MEDICAL,1
58,59300.0,6.1,MORTGAGE,590,0.304,1,21900.0,PERSONAL,0
56,58500.0,15.9,MORTGAGE,746,0.137,1,18500.0,HOME_IMPROVEMENT,0
39,86600.0,4.1,OWN,551,0.545,7,27100.0,MEDICAL,0
66,50600.0,3.4,RENT,675,0.511,0,7200.0,DEBT_CONSOLIDATION,1
34,51700.0,4.3,OWN,649,0.296,0,3400.0,VENTURE,0
51,53100.0,17.8,MORTGAGE,661,0.26,0,8500.0,HOME_IMPROVEMENT,1
23,108800.0,0.2,RENT,712,0.272,4,9900.0,HOME_IMPROVEMENT,0
63,42000.0,3.9,RENT,740,0.498,0,12500.0,HOME_IMPROVEMENT,0
23,62000.0,0.2,MORTGAGE,627,0.404,1,11900.0,PERSONAL,1
51,66700.0,3.4,MORTGAGE,500,0.459,4,7000.0,DEBT_CONSOLIDATION,1
18,58400.0,0.0,MORTGAGE,522,0.34,2,15700.0,HOME_IMPROVEMENT,1
27,41200.0,1.0,RENT,629,0.197,2,2100.0,MEDICAL,0
38,52100.0,6.7,OTHER,662,0.272,2,19200.0,EDUCATION,0
22,46800.0,2.2,MORTGAGE,690,0.213,1,11200.0,DEBT_CONSOLIDATION,0
19,130600.0,0.1,MORTGAGE,675,0.083,1,23600.0,EDUCATION,0
39,39000.0,7.1,OWN,731,0.405,1,4600.0,DEBT_CONSOLIDATION,1
65,31100.0,10.0,OWN,804,0.42,0,7300.0,MEDICAL,0
74,48900.0,7.5,RENT,667,0.215,3,6300.0,PERSONAL,1
19,47200.0,0.2,OTHER,688,0.699,1,8100.0,EDUCATION,0
27,54100.0,1.4,MORTGAGE,598,0.393,2,19300.0,PERSONAL,1
51,39000.0,4.9,OTHER,664,0.277,1,3800.0,EDUCATION,0
33,51800.0,0.5,MORTGAGE,676,0.261,3,7900.0,VENTURE,0
65,52300.0,13.6,MORTGAGE,672,0.599,1,14100.0,HOME_IMPROVEMENT,1
68,77100.0,7.3,MORTGAGE,599,0.565,6,22600.0,HOME_IMPROVEMENT,1
56,51400.0,18.9,MORTGAGE,673,0.331,2,3200.0,PERSONAL,0
39,51600.0,0.6,MORTGAGE,667,0.176,0,19400.0,HOME_IMPROVEMENT,0
29,63500.0,0.9,MORTGAGE,685,0.392,0,1700.0,DEBT_CONSOLIDATION,1
41,75600.0,2.5,MORTGAGE,627,0.473,0,3000.0,HOME_IMPROVEMENT,0
64,30000.0,17.2,MORTGAGE,660,0.449,0,9400.0,HOME_IMPROVEMENT,0
57,26200.0,7.3,RENT,834,0.338,1,8300.0,PERSONAL,0
55,114400.0,1.5,RENT,664,0.088,0,30800.0,EDUCATION,0
27,69700.0,3.1,MORTGAGE,745,0.389,0,15000.0,DEBT_CONSOLIDATION,0
52,43900.0,6.8,MORTGAGE,774,0.565,0,5800.0,EDUCATION,0
68,49500.0,13.7,OWN,543,0.161,1,16800.0,EDUCATION,1
66,40300.0,1.7,MORTGAGE,644,0.622,1,11600.0,DEBT_CONSOLIDATION,0
49,54500.0,5.8,MORTGAGE,647,0.47,0,21100.0,DEBT_CONSOLIDATION,0
24,30200.0,0.5,OWN,821,0.418,0,6000.0,PERSONAL,0
38,74600.0,4.0,MORTGAGE,810,0.596,0,14600.0,DEBT_CONSOLIDATION,1
37,53500.0,2.2,MORTGAGE,543,0.293,2,17100.0,DEBT_CONSOLIDATION,1
43,54500.0,5.9,OWN,579,0.17,1,21700.0,HOME_IMPROVEMENT,0
21,31400.0,1.1,MORTGAGE,758,0.472,2,11400.0,VENTURE,0
63,63700.0,9.6,MORTGAGE,618,0.44,3,8300.0,VENTURE,1
69,31700.0,8.1,OWN,711,0.468,4,12100.0,HOME_IMPROVEMENT,0
39,34700.0,3.1,MORTGAGE,642,0.211,0,3500.0,HOME_IMPROVEMENT,0
32,51200.0,0.5,MORTGAGE,574,0.395,1,9200.0,VENTURE,0
73,171700.0,23.1,MORTGAGE,764,0.212,0,44500.0,EDUCATION,0
57,53400.0,3.8,MORTGAGE,601,0.36,5,7400.0,DEBT_CONSOLIDATION,1
38,15000.0,3.8,MORTGAGE,649,0.123,3,2800.0,PERSONAL,1
32,35600.0,8.4,OWN,569,0.344,1,14200.0,DEBT_CONSOLIDATION,0
39,69000.0,12.0,OWN,571,0.25,2,13000.0,EDUCATION,1
69,27900.0,22.1,RENT,664,0.299,2,10600.0,MEDICAL,0
45,74300.0,4.1,MORTGAGE,583,0.187,3,8900.0,DEBT_CONSOLIDATION,1
31,53100.0,4.1,MORTGAGE,780,0.144,0,11100.0,PERSONAL,0
44,80500.0,2.9,MORTGAGE,715,0.222,2,12900.0,DEBT_CONSOLIDATION,0
58,37100.0,2.1,OTHER,723,0.21,0,8800.0,EDUCATION,0
57,35700.0,20.6,MORTGAGE,636,0.5,2,12900.0,PERSONAL,0
75,65000.0,4.9,MORTGAGE,638,0.372,0,25800.0,HOME_IMPROVEMENT,1
45,48800.0,1.6,OWN,695,0.262,0,10300.0,DEBT_CONSOLIDATION,0
43,47400.0,3.1,MORTGAGE,443,0.153,3,4100.0,DEBT_CONSOLIDATION,1
66,107400.0,20.8,MORTGAGE,623,0.2,1,3100.0,EDUCATION,1
19,66300.0,0.2,OWN,514,0.151,2,5100.0,VENTURE,1
42,18100.0,0.8,OWN,678,0.177,1,5700.0,HOME_IMPROVEMENT,0
73,73100.0,32.3,OTHER,567,0.323,1,17800.0,DEBT_CONSOLIDATION,1
20,69500.0,0.8,RENT,650,0.306,2,21100.0,DEBT_CONSOLIDATION,0
25,88700.0,2.6,MORTGAGE,589,0.588,1,33900.0,DEBT_CONSOLIDATION,1
61,30600.0,20.7,RENT,774,0.063,0,8900.0,VENTURE,0
50,57700.0,4.5,OWN,840,0.362,0,18200.0,HOME_IMPROVEMENT,0
59,51800.0,17.6,RENT,733,0.254,0,9400.0,MEDICAL,0
69,30400.0,15.4,MORTGAGE,737,0.643,0,6700.0,DEBT_CONSOLIDATION,0
52,78700.0,10.6,MORTGAGE,656,0.239,3,26100.0,EDUCATION,0
23,43400.0,0.4,RENT,609,0.168,2,11500.0,EDUCATION,1
56,87200.0,8.4,OWN,505,0.502,4,19100.0,VENTURE,1
69,33800.0,12.5,MORTGAGE,674,0.244,2,3800.0,VENTURE,1
40,23600.0,1.3,MORTGAGE,635,0.084,3,6100.0,VENTURE,1
42,43400.0,5.1,MORTGAGE,677,0.304,1,5800.0,VENTURE,0
67,55000.0,10.9,RENT,603,0.43,0,13400.0,VENTURE,0
60,37500.0,11.5,RENT,540,0.437,3,7500.0,DEBT_CONSOLIDATION,1
36,15000.0,2.6,OWN,567,0.145,2,1500.0,DEBT_CONSOLIDATION,0
22,59400.0,2.0,MORTGAGE,782,0.358,0,20500.0,DEBT_CONSOLIDATION,0
68,59200.0,22.2,MORTGAGE,814,0.408,1,14200.0,HOME_IMPROVEMENT,0
28,69100.0,1.4,OWN,534,0.532,2,25100.0,EDUCATION,1
73,40500.0,13.6,RENT,606,0.111,0,15100.0,DEBT_CONSOLIDATION,0
29,39400.0,0.3,OWN,520,0.375,3,8600.0,DEBT_CONSOLIDATION,1
27,100700.0,4.4,OWN,664,0.534,3,27600.0,PERSONAL,1
25,22300.0,2.4,OWN,666,0.306,0,8100.0,EDUCATION,1
41,43300.0,1.6,MORTGAGE,650,0.266,2,12100.0,HOME_IMPROVEMENT,0
45,52600.0,2.7,OWN,619,0.391,1,5900.0,DEBT_CONSOLIDATION,0
58,66400.0,19.2,MORTGAGE,679,0.23,0,7600.0,MEDICAL,0
53,53400.0,15.7,MORTGAGE,712,0.471,0,9500.0,HOME_IMPROVEMENT,0
54,30900.0,9.8,MORTGAGE,715,0.421,0,1400.0,HOME_IMPROVEMENT,0
38,87900.0,7.9,OWN,757,0.572,0,13700.0,HOME_IMPROVEMENT,0
25,49100.0,0.8,MORTGAGE,632,0.229,1,3700.0,HOME_IMPROVEMENT,0
72,21300.0,16.5,MORTGAGE,613,0.205,1,7200.0,DEBT_CONSOLIDATION,1
26,54400.0,2.4,MORTGAGE,736,0.403,0,17200.0,DEBT_CONSOLIDATION,0
64,62200.0,9.6,OWN,615,0.52,0,5200.0,HOME_IMPROVEMENT,0
32,130700.0,4.3,OWN,642,0.152,3,14900.0,HOME_IMPROVEMENT,0
65,60100.0,6.7,MORTGAGE,616,0.131,0,14100.0,PERSONAL,1
63,23400.0,7.3,MORTGAGE,795,0.348,0,3100.0,PERSONAL,0
57,23800.0,5.6,OWN,706,0.251,1,1500.0,HOME_IMPROVEMENT,0
35,92000.0,3.7,MORTGAGE,569,0.304,2,28400.0,DEBT_CONSOLIDATION,0
59,32800.0,10.6,MORTGAGE,659,0.118,1,2100.0,DEBT_CONSOLIDATION,0
37,22600.0,2.6,OTHER,692,0.27,1,6400.0,EDUCATION,0
23,80800.0,2.4,RENT,570,0.323,2,5700.0,DEBT_CONSOLIDATION,0
29,38600.0,0.6,RENT,688,0.517,0,1100.0,PERSONAL,0
19,78700.0,0.2,RENT,647,0.29,0,18100.0,HOME_IMPROVEMENT,1
24,31000.0,0.1,MORTGAGE,561,0.138,4,4200.0,VENTURE,0
33,102400.0,0.7,RENT,552,0.392,4,6200.0,PERSONAL,1
20,75800.0,0.1,MORTGAGE,769,0.372,1,21100.0,PERSONAL,1
62,34200.0,23.1,MORTGAGE,592,0.547,2,9200.0,EDUCATION,1
20,21400.0,0.2,MORTGAGE,740,0.344,0,4100.0,MEDICAL,1
44,155200.0,11.2,MORTGAGE,712,0.118,1,5300.0,PERSONAL,0
67,44100.0,2.2,RENT,610,0.202,3,8800.0,PERSONAL,1
60,33500.0,16.6,OWN,699,0.42,5,2300.0,DEBT_CONSOLIDATION,0
57,98000.0,1.5,OWN,686,0.271,0,39000.0,PERSONAL,0
55,78700.0,1.6,RENT,732,0.19,0,8200.0,DEBT_CONSOLIDATION,0
50,88600.0,8.7,MORTGAGE,673,0.168,1,1100.0,DEBT_CONSOLIDATION,0
45,46700.0,1.0,RENT,633,0.35,0,4900.0,PERSONAL,0
18,125600.0,0.0,OTHER,765,0.449,0,31400.0,PERSONAL,0
72,25500.0,6.5,MORTGAGE,718,0.371,1,10000.0,VENTURE,1
25,37200.0,4.5,OWN,608,0.312,1,8300.0,DEBT_CONSOLIDATION,0
54,59600.0,20.2,MORTGAGE,645,0.256,1,11200.0,VENTURE,0
49,87900.0,10.3,RENT,763,0.415,0,34900.0,EDUCATION,0
65,68200.0,14.6,OWN,779,0.199,0,5300.0,EDUCATION,1
60,47000.0,2.6,OWN,645,0.286,0,4500.0,DEBT_CONSOLIDATION,0
54,38700.0,8.1,OWN,699,0.615,0,6500.0,EDUCATION,0
21,88100.0,1.7,MORTGAGE,688,0.291,3,26600.0,DEBT_CONSOLIDATION,0
47,71800.0,8.1,MORTGAGE,571,0.158,2,9400.0,DEBT_CONSOLIDATION,0
23,31700.0,0.8,RENT,700,0.459,0,6500.0,PERSONAL,0
63,31200.0,10.9,MORTGAGE,487,0.514,3,11800.0,DEBT_CONSOLIDATION,1
71,37300.0,11.8,RENT,732,0.2,0,13100.0,EDUCATION,1
36,35000.0,3.2,MORTGAGE,701,0.278,1,13300.0,DEBT_CONSOLIDATION,0
49,82000.0,5.4,MORTGAGE,417,0.25,4,6300.0,PERSONAL,1
26,61000.0,0.8,MORTGAGE,582,0.202,2,12300.0,DEBT_CONSOLIDATION,0
29,64800.0,2.7,MORTGAGE,519,0.147,3,18800.0,HOME_IMPROVEMENT,0
28,54000.0,2.4,MORTGAGE,577,0.334,4,16100.0,HOME_IMPROVEMENT,1
63,55200.0,16.3,RENT,670,0.293,1,12600.0,HOME_IMPROVEMENT,0
72,22200.0,10.2,MORTGAGE,799,0.425,0,7500.0,MEDICAL,0
33,72900.0,3.0,OWN,701,0.419,3,2200.0,EDUCATION,0
18,37000.0,0.0,OWN,629,0.154,1,3700.0,EDUCATION,1
62,48200.0,16.4,OWN,717,0.691,0,7000.0,HOME_IMPROVEMENT,0
72,38700.0,21.5,OWN,709,0.905,1,11600.0,MEDICAL,0
70,52700.0,9.9,MORTGAGE,775,0.484,1,19100.0,MEDICAL,0
38,65300.0,13.2,MORTGAGE,727,0.306,0,14300.0,PERSONAL,0
47,29600.0,0.5,OWN,660,0.58,3,8700.0,VENTURE,1
30,55600.0,0.7,MORTGAGE,539,0.131,3,13600.0,DEBT_CONSOLIDATION,1
51,39200.0,9.4,OTHER,767,0.389,2,14600.0,DEBT_CONSOLIDATION,1
21,94900.0,1.0,OWN,650,0.559,4,34300.0,VENTURE,1
45,28100.0,7.7,MORTGAGE,588,0.236,4,9300.0,PERSONAL,1
55,29700.0,9.5,MORTGAGE,501,0.436,2,4000.0,MEDICAL,0
75,41000.0,6.5,MORTGAGE,568,0.423,2,6700.0,HOME_IMPROVEMENT,1
48,30900.0,3.7,MORTGAGE,692,0.583,5,5700.0,DEBT_CONSOLIDATION,1
72,43800.0,2.4,MORTGAGE,628,0.27,2,1100.0,DEBT_CONSOLIDATION,1
44,37600.0,13.4,RENT,739,0.384,2,4200.0,PERSONAL,0
22,51200.0,1.0,RENT,789,0.189,0,14900.0,VENTURE,0
42,81100.0,9.6,OTHER,489,0.328,4,18100.0,PERSONAL,1
20,50800.0,0.3,MORTGAGE,578,0.505,2,19500.0,EDUCATION,0
50,53200.0,10.8,OTHER,671,0.532,0,1600.0,DEBT_CONSOLIDATION,0
21,28900.0,0.9,RENT,778,0.245,2,5000.0,DEBT_CONSOLIDATION,0
42,45800.0,14.3,MORTGAGE,592,0.492,2,13200.0,PERSONAL,1
37,39700.0,1.6,MORTGAGE,678,0.432,2,3000.0,EDUCATION,0
51,68900.0,1.1,RENT,572,0.142,2,14300.0,VENTURE,0
43,33400.0,5.4,RENT,653,0.389,1,1200.0,VENTURE,0
22,31900.0,0.6,OWN,671,0.204,1,3100.0,DEBT_CONSOLIDATION,0
52,57500.0,13.4,MORTGAGE,634,0.244,2,21600.0,EDUCATION,0
45,131900.0,8.2,RENT,791,0.243,0,30400.0,PERSONAL,0
46,44900.0,11.9,MORTGAGE,755,0.274,0,13900.0,VENTURE,0
26,53300.0,0.6,OWN,634,0.416,2,3100.0,HOME_IMPROVEMENT,1
69,78700.0,7.7,OWN,639,0.288,0,8200.0,HOME_IMPROVEMENT,0
55,63300.0,0.5,MORTGAGE,723,0.327,0,5700.0,PERSONAL,0
67,63500.0,8.3,RENT,663,0.345,2,7700.0,DEBT_CONSOLIDATION,0
23,46700.0,1.5,OWN,661,0.25,1,5600.0,DEBT_CONSOLIDATION,1
36,47200.0,0.7,MORTGAGE,605,0.573,0,11100.0,PERSONAL,0
61,33600.0,11.2,RENT,707,0.409,1,9800.0,PERSONAL,0
74,62500.0,15.2,OWN,608,0.216,0,14200.0,PERSONAL,0
28,61800.0,0.9,OWN,608,0.366,1,8100.0,MEDICAL,0
19,70200.0,0.1,RENT,683,0.181,1,19800.0,HOME_IMPROVEMENT,0
64,38400.0,12.5,RENT,671,0.514,2,8900.0,MEDICAL,0
61,74200.0,9.3,OWN,662,0.249,3,19300.0,HOME_IMPROVEMENT,1
61,86400.0,11.9,RENT,514,0.28,1,8100.0,DEBT_CONSOLIDATION,1
26,26700.0,1.0,MORTGAGE,679,0.306,0,10300.0,DEBT_CONSOLIDATION,0
38,42300.0,8.7,OWN,499,0.323,4,6200.0,PERSONAL,1
41,88200.0,1.8,RENT,741,0.555,1,13700.0,EDUCATION,0
51,35400.0,11.6,MORTGAGE,615,0.196,2,8100.0,MEDICAL,0
39,63900.0,5.7,RENT,672,0.274,4,2200.0,DEBT_CONSOLIDATION,1
20,49200.0,0.1,MORTGAGE,613,0.365,2,4600.0,DEBT_CONSOLIDATION,1
29,57800.0,1.5,RENT,684,0.239,2,19000.0,DEBT_CONSOLIDATION,1
45,50000.0,4.2,MORTGAGE,563,0.446,3,16100.0,PERSONAL,1
47,71200.0,4.4,MORTGAGE,808,0.427,0,4900.0,DEBT_CONSOLIDATION,0
43,29400.0,2.9,MORTGAGE,605,0.118,2,7300.0,HOME_IMPROVEMENT,0
65,31000.0,16.5,OWN,730,0.52,1,1800.0,EDUCATION,0
38,102000.0,0.9,RENT,570,0.145,1,4000.0,VENTURE,0
45,140100.0,1.4,OWN,628,0.179,1,40200.0,EDUCATION,1
73,48900.0,24.2,MORTGAGE,599,0.487,1,9700.0,EDUCATION,1
43,115600.0,9.3,RENT,612,0.399,2,42900.0,PERSONAL,1
50,33300.0,9.4,MORTGAGE,693,0.121,1,6900.0,MEDICAL,0
38,37600.0,4.9,MORTGAGE,697,0.078,2,12300.0,EDUCATION,0
52,101600.0,3.0,RENT,692,0.39,1,26300.0,HOME_IMPROVEMENT,0
69,73300.0,6.3,MORTGAGE,590,0.445,4,13200.0,DEBT_CONSOLIDATION,1
51,109400.0,11.3,OWN,670,0.198,2,24700.0,HOME_IMPROVEMENT,0
58,62000.0,10.0,MORTGAGE,592,0.125,1,23200.0,DEBT_CONSOLIDATION,0
68,29500.0,5.4,MORTGAGE,777,0.31,1,1800.0,PERSONAL,1
64,54800.0,6.0,MORTGAGE,585,0.242,2,12100.0,PERSONAL,1
35,89400.0,2.9,MORTGAGE,622,0.299,2,2800.0,HOME_IMPROVEMENT,0
75,45900.0,14.0,MORTGAGE,664,0.329,1,10600.0,EDUCATION,0
28,42500.0,0.7,MORTGAGE,578,0.444,4,10700.0,VENTURE,1
74,62400.0,23.7,MORTGAGE,710,0.569,2,20300.0,EDUCATION,1
40,37100.0,5.7,OWN,749,0.205,1,12000.0,EDUCATION,0
65,56800.0,6.6,RENT,589,0.316,2,1200.0,DEBT_CONSOLIDATION,0
39,50600.0,1.4,MORTGAGE,605,0.248,1,2400.0,EDUCATION,1
34,38400.0,4.4,MORTGAGE,755,0.798,2,10800.0,VENTURE,1
22,80000.0,2.1,RENT,671,0.142,1,6700.0,DEBT_CONSOLIDATION,0
61,67700.0,4.5,OWN,642,0.432,0,14800.0,HOME_IMPROVEMENT,0
28,41100.0,6.2,MORTGAGE,599,0.413,2,4600.0,VENTURE,0
47,48700.0,0.7,RENT,630,0.359,0,16400.0,VENTURE,0
32,42800.0,4.0,MORTGAGE,648,0.191,1,12000.0,MEDICAL,1
44,35600.0,5.2,RENT,711,0.162,0,6800.0,PERSONAL,0
52,21000.0,13.9,RENT,659,0.472,1,2700.0,HOME_IMPROVEMENT,1
50,38500.0,6.8,MORTGAGE,587,0.717,1,10500.0,PERSONAL,1
37,35900.0,0.4,OWN,618,0.136,0,5700.0,EDUCATION,0
33,51900.0,2.4,OTHER,570,0.245,3,12600.0,MEDICAL,1
51,61100.0,3.5,MORTGAGE,649,0.231,0,16700.0,DEBT_CONSOLIDATION,1
19,32800.0,0.5,MORTGAGE,840,0.477,0,2700.0,EDUCATION,1
52,59100.0,5.9,RENT,850,0.534,1,2100.0,MEDICAL,0
57,30400.0,11.3,MORTGAGE,686,0.195,1,6500.0,PERSONAL,1
73,46000.0,1.8,MORTGAGE,527,0.483,2,3800.0,HOME_IMPROVEMENT,1
45,36300.0,7.0,RENT,734,0.25,1,2200.0,HOME_IMPROVEMENT,0
64,71200.0,7.5,MORTGAGE,713,0.584,1,3400.0,DEBT_CONSOLIDATION,0
56,52000.0,8.3,RENT,850,0.623,0,14900.0,VENTURE,0
23,46400.0,1.2,MORTGAGE,665,0.221,3,16900.0,VENTURE,1
26,35900.0,1.1,RENT,625,0.133,2,13400.0,DEBT_CONSOLIDATION,1
37,41600.0,2.7,MORTGAGE,580,0.199,0,15600.0,VENTURE,0
18,122300.0,0.0,OWN,725,0.249,2,33200.0,DEBT_CONSOLIDATION,0
25,38200.0,1.3,OWN,644,0.531,1,14200.0,PERSONAL,1
72,62300.0,13.6,MORTGAGE,639,0.449,1,4200.0,HOME_IMPROVEMENT,0
40,46300.0,3.1,RENT,619,0.08,1,11500.0,VENTURE,0
20,61400.0,0.6,MORTGAGE,836,0.203,0,18900.0,EDUCATION,0
21,74500.0,0.1,RENT,627,0.459,2,28200.0,VENTURE,0
75,41100.0,1.1,MORTGAGE,716,0.337,3,6100.0,DEBT_CONSOLIDATION,0
42,69900.0,11.8,RENT,696,0.21,2,16800.0,PERSONAL,0
64,194500.0,11.5,OWN,482,0.176,4,20800.0,PERSONAL,1
55,65100.0,10.1,MORTGAGE,837,0.579,0,14500.0,DEBT_CONSOLIDATION,0
32,109800.0,3.0,OWN,511,0.358,3,22600.0,EDUCATION,1
38,62400.0,2.6,RENT,587,0.507,3,21400.0,DEBT_CONSOLIDATION,1
52,30800.0,11.8,MORTGAGE,619,0.276,1,10300.0,MEDICAL,0
74,56300.0,22.8,MORTGAGE,601,0.168,0,9500.0,PERSONAL,0
70,41600.0,9.5,MORTGAGE,641,0.158,1,5400.0,VENTURE,0
70,36400.0,8.0,MORTGAGE,598,0.166,2,12500.0,EDUCATION,0
63,47300.0,7.3,RENT,768,0.117,1,18100.0,PERSONAL,0
69,45400.0,9.8,MORTGAGE,707,0.557,3,1300.0,PERSONAL,1
31,28900.0,6.7,MORTGAGE,610,0.241,0,6300.0,HOME_IMPROVEMENT,0
53,189900.0,18.9,OTHER,593,0.369,1,38800.0,HOME_IMPROVEMENT,0
29,73400.0,1.2,OTHER,614,0.342,3,29000.0,VENTURE,1
34,55400.0,2.8,OWN,587,0.604,2,12200.0,VENTURE,1
56,51300.0,4.7,RENT,564,0.258,2,15000.0,MEDICAL,1
26,89400.0,0.1,MORTGAGE,734,0.602,1,33400.0,PERSONAL,0
52,138400.0,13.7,MORTGAGE,628,0.209,1,19400.0,HOME_IMPROVEMENT,0
30,69000.0,2.3,MORTGAGE,691,0.157,0,24500.0,DEBT_CONSOLIDATION,0
32,52100.0,4.8,MORTGAGE,665,0.327,2,6300.0,VENTURE,0
35,102400.0,3.0,OTHER,775,0.205,0,30000.0,DEBT_CONSOLIDATION,0
68,52600.0,9.8,MORTGAGE,731,0.413,2,20200.0,PERSONAL,0
50,60900.0,12.9,MORTGAGE,688,0.446,0,16100.0,PERSONAL,0
23,80900.0,1.3,RENT,843,0.584,0,12800.0,HOME_IMPROVEMENT,1
44,40400.0,3.3,OWN,603,0.057,2,2200.0,DEBT_CONSOLIDATION,0
40,17400.0,5.3,MORTGAGE,644,0.187,1,2200.0,DEBT_CONSOLIDATION,1
44,39400.0,0.2,OWN,712,0.182,1,11800.0,VENTURE,0
51,72100.0,4.9,RENT,727,0.268,0,28600.0,DEBT_CONSOLIDATION,0
73,69700.0,6.2,RENT,589,0.14,2,23800.0,HOME_IMPROVEMENT,1
63,95900.0,13.6,MORTGAGE,657,0.425,1,30600.0,PERSONAL,0
55,40200.0,10.4,OWN,661,0.6,1,1300.0,MEDICAL,0
31,108100.0,0.5,MORTGAGE,846,0.263,0,32000.0,DEBT_CONSOLIDATION,0
53,53800.0,7.7,MORTGAGE,712,0.502,2,18000.0,HOME_IMPROVEMENT,0
70,66300.0,1.4,MORTGAGE,746,0.409,2,9300.0,MEDICAL,0
25,77000.0,1.5,MORTGAGE,628,0.724,1,30800.0,HOME_IMPROVEMENT,1
52,24600.0,6.2,MORTGAGE,599,0.372,5,1300.0,EDUCATION,1
